id,rank,name,genus,species,authors,author_ids,year,status,citation_micro,citation_full,citation_id,publication_id,basionym_id,type_id,ipni_id,wfo_id,gbif_id,indexfungorum_id,note
9f9e5f96-1d4d-11ec-82c2-f14daa6f2d93,genus,Rumhora,,,Desv.,,,,"Mém. Soc. Linn. Paris 6(3): 262. 1827 [Jul 1827] ; Prodr. Foug.",,,,,,urn:lsid:ipni.org:names:17218550-1,wfo-4000047116,,,
