id,rank,name,genus,species,authors,year,citation_micro,citation_full,citation_id,publication_id,basionym_id,ipni_id,wfo_id,gbif_id,note
ea7d75e2-8fd1-11eb-924d-9cd76263cbd0,genus,Solanastrum,,,"Heist. ex Fabr.",,"Raf. and Raf., Enum. [Fabr.]. 194. 1759 ; vide Dandy, Ind. Gen. Vasc. Pl. 1753-74 (Regn. Veg.li.) 82 (1967), 1759.",,,,,,wfo-4000035674,3796799,
