id,rank,name,genus,species,authors,author_ids,year,status,citation_micro,citation_full,citation_id,publication_id,basionym_id,type_id,ipni_id,wfo_id,gbif_id,indexfungorum_id,note
eaa331f6-8fd1-11eb-924d-9cd76263cbd0,genus,Spiropodium,,,F.Muell.,,,,"Fragm. 1(2): 33 (1858)",,,,,,urn:lsid:ipni.org:names:11097-1,wfo-4000036132,7338416,,
bd516594-8fb6-11eb-924d-9cd76263cbd0,species,baccharoides,Spiropodium,,F.Muell.,0,1858,,"Fragm. 1(2): 34 (1858)",,,,,,urn:lsid:ipni.org:names:250903-1,wfo-0000092654,4245805,,
