id,rank,name,genus,species,authors,author_ids,year,status,citation_micro,citation_full,citation_id,publication_id,basionym_id,type_id,ipni_id,wfo_id,gbif_id,indexfungorum_id,note
eb42ecfa-8fd1-11eb-924d-9cd76263cbd0,genus,Thaumatocaryum,,,Baill.,,1890,,"Bull. Mens. Soc. Linn. Paris ii. (1890) 839; et Hist. des pl. x. (1890) 387.",,,Q5479490,,,urn:lsid:ipni.org:names:4829-1,wfo-4000038094,7295415,,
500bced2-8fcc-11eb-924d-9cd76263cbd0,species,hilarii,Thaumatocaryum,,Baill.,0,1890,,"Bull. Mens. Soc. Linn. Paris ii. (1890) 839; et Hist. des pl. x. (1890) 387.",,,Q5479490,,,urn:lsid:ipni.org:names:120861-1,wfo-0000410713,4066732,,
